arm,route,status,DS,RC,n_collisions,duration_game,t_col,col_type,pinned_s,expert_status,expert_DS,extra_collision,stuck,stuck_vs_expert,n_track,e_lat_med,e_lat_p95,e_lon_med,abs_e_lon_med,abs_e_lon_p95,e_head_med,stuck_cause
E-b,1833,Completed,100.0,100,0,30.65,,,,,,,,,,,,,,,,
E-b,1852,Completed,100.0,100,0,39.7,,,,,,,,,,,,,,,,
E-b,1956,Completed,100.0,100,0,21.75,,,,,,,,,,,,,,,,
E-b,2084,Completed,100.0,100,0,16.1,,,,,,,,,,,,,,,,
E-b,2086,Completed,100.0,100,0,15.1,,,,,,,,,,,,,,,,
E-b,2091,Completed,100.0,100,0,13.35,,,,,,,,,,,,,,,,
E-b,2115,Completed,100.0,100,0,13.35,,,,,,,,,,,,,,,,
E-b,2286,Completed,100.0,100,0,9.05,,,,,,,,,,,,,,,,
E-b,2373,Completed,100.0,100,0,57.5,,,,,,,,,,,,,,,,
E-b,2390,Completed,100.0,100,0,6.05,,,,,,,,,,,,,,,,
E-b,24211,Completed,100.0,100,0,16.45,,,,,,,,,,,,,,,,
E-b,24330,Completed,100.0,100,0,24.65,,,,,,,,,,,,,,,,
E-b,26458,Completed,100.0,100,0,12.25,,,,,,,,,,,,,,,,
E-b,2668,Completed,100.0,100,0,26.65,,,,,,,,,,,,,,,,
E-b,3564,Failed - Agent got blocked,15.086208,51.01,2,302.3,,,,,,,,,,,,,,,,
E-b,4183,Completed,100.0,100,0,13.35,,,,,,,,,,,,,,,,
f2t,11381,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,231,0.005,0.781,-2.336,2.336,5.583,0.123,
f2t,1711,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,329,0.001,0.006,-2.635,2.635,5.219,0.016,
f2t,17563,Completed,60.0,100,1,,16.1,vehicle.mercedes.coupe_2020,0.0,Completed,100.0,1,0,0,227,0.003,0.408,-4.439,4.439,8.298,0.134,
f2t,1825,Completed,65.0,100,1,,25.1,static.prop.constructioncone,0.0,Completed,100.0,1,0,0,173,0.002,0.414,-5.23,5.23,9.719,0.046,
f2t,1833,Completed,65.0,100,1,,25.6,static.prop.constructioncone,0.0,Completed,100.0,1,0,0,184,0.002,0.413,-4.548,4.548,10.223,0.035,
f2t,1852,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,313,0.002,0.523,-2.357,2.357,9.827,0.044,
f2t,1956,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,315,0.0,0.537,-1.237,1.237,6.603,0.013,
f2t,2084,Completed,7.615805,100,4,,12.5,vehicle.mini.cooper_s_2021,276.2,Completed,100.0,1,0,0,151,0.003,0.082,-3.234,3.234,7.62,0.045,
f2t,2086,Completed,60.0,100,1,,11.2,vehicle.lincoln.mkz_2017,0.0,Completed,100.0,1,0,0,167,0.033,0.08,-2.692,2.692,8.15,0.402,
f2t,2091,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,206,0.009,0.78,-2.618,2.618,7.478,0.167,
f2t,2115,Completed,80.0,100,0,,,,0.0,Completed,100.0,0,0,0,215,0.002,0.811,-2.874,2.874,7.945,0.098,
f2t,2286,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,158,0.001,0.002,-4.983,4.983,8.196,0.016,
f2t,2373,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,158,0.037,0.72,-2.427,2.427,5.351,0.676,
f2t,2390,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,97,0.081,1.028,-13.309,13.309,18.1,1.541,
f2t,24211,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,280,0.0,0.001,-5.453,5.453,10.43,0.012,
f2t,24330,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,279,0.183,0.258,-1.514,1.514,4.873,0.171,
f2t,26458,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,222,0.001,0.809,-1.789,1.789,5.224,0.025,
f2t,2668,Completed,60.0,100,1,,11.7,vehicle.lincoln.mkz_2020,2.4,Completed,100.0,1,0,0,154,0.035,0.239,-3.407,3.407,4.47,0.135,
f2t,3564,Failed - Agent got blocked,13.39087,52.97,2,,12.4,vehicle.dodge.charger_2020,290.2,Failed - Agent got blocked,9.806035,0,1,0,151,0.001,0.27,-3.278,3.278,6.339,0.05,other
f2t,4183,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,193,0.006,0.73,-2.942,2.942,7.139,0.114,
p5x2,11381,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,217,0.006,0.06,-3.015,3.015,7.358,0.19,
p5x2,1711,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,314,0.0,0.004,-2.059,2.059,8.767,0.009,
p5x2,17563,Completed,56.01246,100,1,,16.2,vehicle.mercedes.coupe_2020,0.0,Completed,100.0,1,0,0,253,0.006,0.136,-2.892,2.892,6.801,0.24,
p5x2,1825,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,286,0.001,0.167,-3.599,3.599,7.93,0.039,
p5x2,1833,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,299,0.003,0.162,-3.97,3.97,6.755,0.077,
p5x2,1852,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,323,0.003,0.18,-2.92,2.92,8.401,0.058,
p5x2,1956,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,315,0.001,0.247,-1.325,1.325,7.06,0.013,
p5x2,2084,Completed,36.0,100,2,,12.4,vehicle.mini.cooper_s_2021,13.9,Completed,100.0,1,0,0,172,0.002,0.012,-2.974,2.974,7.484,0.072,
p5x2,2086,Completed,80.0,100,0,,,,0.0,Completed,100.0,0,0,0,229,0.003,0.102,-2.423,2.423,7.89,0.124,
p5x2,2091,Completed,80.0,100,0,,,,0.0,Completed,100.0,0,0,0,207,0.003,0.047,-2.534,2.534,7.499,0.16,
p5x2,2115,Completed,80.0,100,0,,,,0.0,Completed,100.0,0,0,0,224,0.004,0.085,-1.808,1.808,7.82,0.073,
p5x2,2286,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,159,0.001,0.001,-4.846,4.846,8.094,0.016,
p5x2,2373,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,167,0.006,0.062,-1.445,1.445,3.046,0.151,
p5x2,2390,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,96,0.01,0.126,-13.435,13.435,19.218,0.419,
p5x2,24211,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,279,0.0,0.001,-6.037,6.037,11.086,0.011,
p5x2,24330,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,273,0.005,0.013,-0.575,0.575,4.992,0.151,
p5x2,26458,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,222,0.001,0.111,-0.685,0.685,5.257,0.026,
p5x2,2668,Completed,60.0,100,1,,11.5,vehicle.lincoln.mkz_2020,2.8,Completed,100.0,1,0,0,156,0.005,0.078,-3.201,3.201,4.025,0.074,
p5x2,3564,Failed - Agent got blocked,21.426612,52.97,1,,33.6,static.prop.constructioncone,269.7,Failed - Agent got blocked,9.806035,0,1,0,174,0.001,0.308,-3.187,3.187,6.181,0.366,other
p5x2,4183,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,205,0.003,0.064,-2.463,2.463,7.085,0.106,
p5x5,11381,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,212,0.011,0.073,-2.427,2.427,8.929,0.27,
p5x5,1711,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,315,0.0,0.001,-1.83,1.83,8.662,0.008,
p5x5,17563,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,268,0.008,0.277,-3.539,3.539,6.389,0.372,
p5x5,1825,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,290,0.005,0.168,-3.51,3.51,7.567,0.101,
p5x5,1833,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,303,0.007,0.158,-3.98,3.98,6.853,0.198,
p5x5,1852,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,325,0.002,0.174,-2.388,2.388,8.017,0.096,
p5x5,1956,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,316,0.002,0.232,-1.391,1.391,6.8,0.039,
p5x5,2084,Completed,36.0,100,2,,12.4,vehicle.mini.cooper_s_2021,6.6,Completed,100.0,1,0,0,166,0.001,0.014,-3.051,3.051,7.522,0.052,
p5x5,2086,Completed,80.0,100,0,,,,0.0,Completed,100.0,0,0,0,230,0.005,0.1,-2.326,2.326,7.481,0.192,
p5x5,2091,Completed,80.0,100,0,,,,0.0,Completed,100.0,0,0,0,208,0.003,0.052,-2.795,2.795,7.448,0.173,
p5x5,2115,Completed,80.0,100,0,,,,0.0,Completed,100.0,0,0,0,218,0.002,0.045,-1.81,1.81,7.837,0.086,
p5x5,2286,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,159,0.001,0.002,-4.012,4.012,7.649,0.018,
p5x5,2373,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,167,0.005,0.045,-1.376,1.376,3.093,0.227,
p5x5,2390,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,96,0.026,0.114,-13.401,13.401,19.177,0.315,
p5x5,24211,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,281,0.0,0.002,-5.477,5.477,10.31,0.015,
p5x5,24330,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,271,0.004,0.011,-0.514,0.514,4.05,0.12,
p5x5,26458,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,222,0.0,0.055,-0.791,0.791,5.232,0.011,
p5x5,2668,Completed,60.0,100,1,,11.5,vehicle.lincoln.mkz_2020,1.8,Completed,100.0,1,0,0,155,0.004,0.079,-2.761,2.761,3.695,0.064,
p5x5,3564,Failed - Agent got blocked,32.964018,52.97,0,,,,0.0,Failed - Agent got blocked,9.806035,0,1,0,178,0.002,0.293,-2.741,2.741,5.816,0.462,other
p5x5,4183,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,196,0.002,0.056,-2.374,2.374,6.709,0.085,
p5x1,11381,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,230,0.005,0.059,-3.021,3.021,6.086,0.109,
p5x1,1711,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,311,0.001,0.01,-2.251,2.251,9.225,0.018,
p5x1,17563,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,268,0.008,0.285,-3.942,3.942,8.775,0.161,
p5x1,1825,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,308,0.008,0.151,-4.197,4.197,12.637,0.094,
p5x1,1833,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,303,0.007,0.161,-4.248,4.248,7.152,0.088,
p5x1,1852,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,323,0.003,0.249,-2.66,2.66,8.863,0.144,
p5x1,1956,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,317,0.001,0.278,-1.415,1.415,6.254,0.012,
p5x1,2084,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,245,0.002,0.22,-2.692,2.692,8.902,0.076,
p5x1,2086,Completed,60.0,100,1,,11.3,vehicle.lincoln.mkz_2017,0.0,Completed,100.0,1,0,0,156,0.004,0.021,-3.652,3.652,9.638,0.13,
p5x1,2091,Completed,80.0,100,0,,,,0.0,Completed,100.0,0,0,0,209,0.006,0.155,-2.924,2.924,9.603,0.149,
p5x1,2115,Completed,80.0,100,0,,,,0.0,Completed,100.0,0,0,0,226,0.003,0.162,-1.725,1.725,9.616,0.137,
p5x1,2286,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,148,0.001,0.006,-11.994,11.994,13.677,0.018,
p5x1,2373,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,158,0.015,0.169,-4.206,4.206,8.437,0.316,
p5x1,2390,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,92,0.025,0.289,-15.784,15.784,21.754,0.765,
p5x1,24211,Completed,60.0,100,1,,14.8,vehicle.lincoln.mkz_2020,0.0,Completed,100.0,1,0,0,245,0.001,0.002,-10.781,10.781,16.536,0.016,
p5x1,24330,Completed,60.0,100,1,,23.3,vehicle.dodge.charger_2020,0.0,Completed,100.0,1,0,0,256,0.01,0.052,-0.835,0.835,5.998,0.148,
p5x1,26458,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,217,0.001,0.221,-0.974,0.974,6.618,0.018,
p5x1,2668,Completed,55.884181,100,1,,11.9,vehicle.lincoln.mkz_2020,102.2,Completed,100.0,1,0,0,159,0.006,0.086,-3.665,3.665,5.642,0.078,
p5x1,3564,Failed - Agent got blocked,32.964018,52.97,0,,,,0.0,Failed - Agent got blocked,9.806035,0,1,0,176,0.003,0.277,-4.433,4.433,9.213,0.675,other
p5x1,4183,Completed,100.0,100,0,,,,0.0,Completed,100.0,0,0,0,207,0.001,0.199,-2.842,2.842,8.343,0.083,
